Date,ESTX50,FTSE,SP500,HangSeng ,Nikkei,SPASX200,GBP/EUR (FTSE),USD/EUR(SP500),HKD/EUR(HangSeng),JPY/EUR(Nikkei),AUD/EUR (S&P ASX200)
27/11/2014,3244.92,6729.17,2067.360107,24169.849609,17310.490234,5391.100098,1.2623,0.7994,0.1031,0.0067,0.6832
26/11/2014,3226.08,6731.14,2067.360107,23833.189453,17347.970703,5334.799805,1.2592,0.8016,0.1034,0.0068,0.6835
25/11/2014,3226.15,6729.79,2070.149902,23841.160156,17490.390625,5361.799805,1.2622,0.8037,0.1036,0.0069,0.6922
24/11/2014,3211.7,6750.76,2065.070068,23883.320312,17357.509766,5304.299805,1.2648,0.8078,0.1041,0.0068,0.6999
21/11/2014,3194.22,6678.9,2057.459961,23353.720703,17285.720703,5316.200195,1.2512,0.7974,0.1028,0.0068,0.6871
20/11/2014,3102.21,6696.6,2045.869995,23401,17407.689453,5368.799805,1.249,0.7965,0.1027,0.0069,0.6863
19/11/2014,3123.12,6709.13,2051.159912,23466.070312,17384.310547,5399.700195,1.2467,0.7976,0.1028,0.0069,0.6952
18/11/2014,3120.42,6671.97,2041.47998,23868.900391,17188.839844,5412.5,1.256,0.8031,0.1036,0.007,0.6991
17/11/2014,3084.79,6654.37,2038.290039,24313.060547,17381.380859,5454.299805,1.2504,0.7981,0.1029,0.007,0.6992
14/11/2014,3059.99,6635.45,2039.73999,24048.359375,17520.539062,5442.700195,1.2589,0.8015,0.1033,0.007,0.6989
13/11/2014,3056.8,6611.04,2039.209961,23854.330078,17192,5463.100098,1.2684,0.8039,0.1037,0.007,0.7007
12/11/2014,3047.3,6627.4,2037.75,23883.310547,17253.119141,5517.100098,1.2759,0.8015,0.1034,0.007,0.6961
11/11/2014,3104.59,6611.25,2038.199951,23809.410156,16869.490234,5524,1.2752,0.805,0.1038,0.007,0.6938
10/11/2014,3094.6,6567.24,2032.01001,24074.849609,16758.269531,5549.100098,1.2748,0.803,0.1036,0.0071,0.6932
07/11/2014,3064.92,6551.15,2032.359985,23607.650391,16934.039062,5506.100098,1.2789,0.808,0.1042,0.0071,0.6914
06/11/2014,3102.07,6539.14,2023.329956,23737.759766,16993.460938,5517.899902,1.2793,0.8008,0.1033,0.0073,0.6879
05/11/2014,3091.54,6453.97,2015.290039,23846.839844,16785.439453,5519.899902,1.2753,0.7971,0.1028,0.0073,0.6963
04/11/2014,3034.24,6487.97,2015.810059,23849.720703,16732.849609,5506.899902,1.2793,0.8011,0.1033,0.0073,0.6952
03/11/2014,3082.32,6546.47,2018.209961,24133.449219,15817.139648,5526.600098,1.2776,0.7987,0.103,0.0073,0.6989
31/10/2014,3113.32,6463.55,2001.199951,23913.689453,15817.139648,5476.200195,1.2684,0.7928,0.1022,0.0073,0.6999
30/10/2014,3035.9,6453.87,1979.48999,23841.740234,15596.5,5447.600098,1.2674,0.7915,0.1021,0.0073,0.6962
29/10/2014,3022.42,6402.17,1983.290039,23703.949219,15442.389648,5452.600098,1.2667,0.7851,0.1012,0.0074,0.6952
28/10/2014,3036.15,6363.46,1964.140015,23189.830078,15363.280273,5459,1.2693,0.7875,0.1015,0.0074,0.693
27/10/2014,2998.84,6388.73,1962.969971,23275.400391,15404.280273,5412.200195,1.2686,0.7885,0.1016,0.0073,0.6934
24/10/2014,3030.37,6419.15,1951.589966,23311.880859,15354.349609,5383.100098,1.2671,0.7906,0.1019,0.0073,0.6925
23/10/2014,3044.3,6399.73,1931.02002,23296,15093.780273,5385.899902,1.2688,0.7905,0.1019,0.0073,0.6937
22/10/2014,3008.53,6372.33,1941.290039,23300.449219,15038.19043,5325,1.2667,0.7864,0.1014,0.0074,0.6899
21/10/2014,2991.46,6267.07,1909.380005,23073.359375,15115.290039,5319.399902,1.2625,0.7811,0.1007,0.0074,0.6859
20/10/2014,2927.3,6310.29,1885.619995,23239.779297,14822.839844,5271.700195,1.261,0.7836,0.101,0.0073,0.6851
17/10/2014,2962.24,6195.91,1864.910034,22904.109375,14796.320312,5254.899902,1.2556,0.7806,0.1006,0.0074,0.6833
16/10/2014,2874.65,6211.64,1855.949951,22913.5,14805.160156,5245.600098,1.2477,0.7789,0.1004,0.0073,0.6878
15/10/2014,2892.55,6392.68,1874.180054,23087.5,15009.75,5207.399902,1.256,0.7899,0.1018,0.0073,0.6882
14/10/2014,3000.99,6366.24,1877.109985,23064.919922,15036.870117,5155.5,1.2611,0.7841,0.1011,0.0073,0.6875
13/10/2014,2998.32,6339.97,1905.650024,22884,15300.549805,5188.299805,1.2721,0.7913,0.102,0.0073,0.6881
10/10/2014,2991.5,6431.85,1925.630005,23198.800781,15292.879883,5295.700195,1.2699,0.7879,0.1016,0.0073,0.6916
09/10/2014,3042.45,6482.24,1967.680054,23461.349609,15681.530273,5241.299805,1.2696,0.7852,0.1012,0.0073,0.6941
08/10/2014,3053.31,6495.58,1935.550049,23221.759766,15574.599609,5284.200195,1.2701,0.7892,0.1018,0.0073,0.6958
07/10/2014,3082.1,6563.65,1962.359985,23224.220703,15841.169922,5292.899902,1.2705,0.79,0.1019,0.0072,0.6923
06/10/2014,3138.67,6527.91,1970.01001,23053.789062,15882.280273,5318.200195,1.275,0.7993,0.103,0.0072,0.6933
03/10/2014,3133.37,6446.39,1948.119995,22691.589844,15616.480469,5297.700195,1.2742,0.7893,0.1017,0.0072,0.6948
02/10/2014,3106.42,6557.52,1945.829956,23137.259766,15895.200195,5334.100098,1.2819,0.7921,0.102,0.0072,0.692
01/10/2014,3195.08,6622.72,1971.439941,23137.259766,16173.389648,5292.799805,1.2833,0.7916,0.1019,0.0072,0.6922
30/09/2014,3225.93,6646.6,1978.209961,23137.259766,16252.719727,5264.200195,1.2802,0.7883,0.1015,0.0072,0.6868
29/09/2014,3186.95,6649.39,1978.959961,23399.509766,16339.030273,5313.399902,1.2808,0.7883,0.1016,0.0072,0.6908
26/09/2014,3219.58,6639.71,1966.219971,23581.560547,16087.950195,5382.200195,1.2796,0.7842,0.1011,0.0072,0.689
25/09/2014,3202.31,6706.27,1997.319946,24048.380859,16327.19043,5375.799805,1.2783,0.7824,0.1009,0.0071,0.6951
24/09/2014,3244.01,6676.08,1983.339966,23788.980469,16105.55957,5415.700195,1.2754,0.7782,0.1004,0.0072,0.6879
23/09/2014,3205.93,6773.63,1992.780029,23882.589844,16281.360352,5363,1.2732,0.7782,0.1004,0.0072,0.6905
22/09/2014,3257.48,6837.92,2009.079956,24072.179688,16281.360352,5433.200195,1.2696,0.7795,0.1006,0.0072,0.6959
19/09/2014,3273.25,6819.29,2012.73999,24334.650391,16177.94043,5415.799805,1.269,0.7738,0.0998,0.0072,0.6956
18/09/2014,3271.37,6780.9,2003.069946,24294.640625,16036.469727,5407.299805,1.265,0.7772,0.1003,0.0072,0.696
17/09/2014,3237.44,6792.24,1999.300049,24380.279297,15948.150391,5445.399902,1.2558,0.7715,0.0995,0.0072,0.7016
16/09/2014,3221.73,6804.21,1981.930054,24318.820312,15896.05957,5468.200195,1.254,0.7727,0.0997,0.0073,0.6975
15/09/2014,3231.7,6806.96,1986.040039,24410.380859,15948.290039,5531.100098,1.2538,0.7706,0.0994,0.0073,0.6949
12/09/2014,3235.07,6799.62,1996.73999,24620.189453,15885.040039,5546.100098,1.2573,0.7737,0.0998,0.0074,0.7038
11/09/2014,3237.76,6830.11,1992.849976,24701.730469,15880.910156,5574.299805,1.2549,0.7741,0.0999,0.0073,0.7086
10/09/2014,3244.16,6829,1988.410034,24969.390625,15688.549805,5607.899902,1.2446,0.7728,0.0997,0.0072,0.711
09/09/2014,3245.43,6834.77,2000.72998,25293.089844,15795.820312,5577,1.2485,0.7753,0.1,0.0073,0.7193
08/09/2014,3267.54,6855.1,2007.170044,25293.089844,15718.129883,5598.700195,1.2515,0.7726,0.0997,0.0073,0.7241
05/09/2014,3275.25,6877.97,1998,25356.560547,15792.639648,5631.299805,1.2615,0.7725,0.0997,0.0073,0.722
04/09/2014,3277.25,6873.58,2001.670044,25268.439453,15701.610352,5656.100098,1.2514,0.7606,0.0981,0.0073,0.7105
03/09/2014,3218.84,6829.17,2003.569946,24786.039062,15797.790039,5658.5,1.2541,0.7615,0.0983,0.0073,0.7062
02/09/2014,3180.29,6825.31,2004.069946,24699.759766,15526.94043,5629.799805,1.2649,0.7617,0.0983,0.0073,0.7107
01/09/2014,3175.05,6819.75,1998.449951,24703.740234,15454.589844,5625.899902,1.2629,0.7612,0.0982,0.0073,0.71
29/08/2014,3172.63,6805.8,1998.449951,24748.189453,15423.879883,5624.399902,1.258,0.7587,0.0979,0.0072,0.7095
28/08/2014,3164.44,6830.66,1997.420044,25055.810547,15482.269531,5651.200195,1.2563,0.7579,0.0978,0.0073,0.7075
27/08/2014,3194.45,6822.76,2000.540039,25134.490234,15556.55957,5637.700195,1.2558,0.7592,0.098,0.0073,0.7064
26/08/2014,3197.54,6775.25,1998.589966,25147.75,15609.639648,5634.899902,1.2564,0.758,0.0978,0.0073,0.7043
25/08/2014,3165.47,6777.66,1991.73999,25049.960938,15609.429688,5645.600098,1.2533,0.7564,0.0976,0.0073,0.7045
22/08/2014,3098.5,6777.66,1992.599976,25113.730469,15618.049805,5638.899902,1.2481,0.7528,0.0971,0.0073,0.6999
21/08/2014,3124.56,6755.48,1986.819946,25142.339844,15530.980469,5634.600098,1.2512,0.7541,0.0973,0.0073,0.7003
20/08/2014,3083.5,6779.31,1980.459961,25156.949219,15485.929688,5623.799805,1.2473,0.7508,0.0969,0.0073,0.6982
19/08/2014,3091.11,6741.25,1972.72998,25045.550781,15451.94043,5587.100098,1.2517,0.7483,0.0965,0.0073,0.6972
18/08/2014,3073.45,6689.08,1958.359985,24943.599609,15318.5,5566.5,1.2492,0.7467,0.0963,0.0073,0.6961
15/08/2014,3033.52,6685.26,1958.869995,24969.720703,15317.150391,5548.5,1.2482,0.7481,0.0965,0.0073,0.697
14/08/2014,3058.16,6656.68,1947.410034,24894.179688,15284.379883,5514.700195,1.2484,0.7482,0.0965,0.0073,0.6959
13/08/2014,3056.17,6632.42,1935.599976,24726.240234,15111.759766,5530.299805,1.2574,0.7479,0.0965,0.0073,0.6929
12/08/2014,3023.77,6632.82,1935.72998,24668.570312,15164.730469,5457,1.254,0.747,0.0964,0.0073,0.6918
11/08/2014,3047.56,6567.36,1933.430054,24533.339844,15022.639648,5435.299805,1.2517,0.7462,0.0963,0.0073,0.6918
08/08/2014,3006.83,6597.37,1910.349976,24307.099609,15063.730469,5509,1.2592,0.7482,0.0965,0.0073,0.6936
07/08/2014,3012.88,6636.16,1923.030029,24498.830078,15138.719727,5512,1.2593,0.7472,0.0964,0.0073,0.6989
06/08/2014,3050.37,6682.48,1917.290039,24558.820312,15260,5518.700195,1.2622,0.7475,0.0964,0.0073,0.6953
05/08/2014,3072.2,6677.52,1936.339966,24679.109375,15506.870117,5540.899902,1.2562,0.745,0.0961,0.0073,0.6952
04/08/2014,3070.46,6679.18,1926.619995,24590.109375,15474.650391,5556.399902,1.2521,0.7446,0.096,0.0073,0.6931
01/08/2014,3072.57,6730.11,1929.800049,24594.230469,15511.540039,5632.899902,1.261,0.7468,0.0964,0.0073,0.6938
31/07/2014,3115.51,6773.44,1965.140015,24805.75,15732.780273,5622.899902,1.2624,0.7464,0.0963,0.0073,0.6961
30/07/2014,3169.23,6807.75,1973.209961,24704.580078,15616.889648,5588.399902,1.2636,0.7458,0.0962,0.0073,0.6997
29/07/2014,3190.54,6788.07,1980.030029,24526.630859,15564.790039,5577.399902,1.2634,0.744,0.096,0.0073,0.6997
28/07/2014,3171.55,6791.55,1978.25,24249.269531,15426.980469,5583.5,1.2632,0.7443,0.096,0.0073,0.6995
25/07/2014,3174.99,6821.46,1984.599976,24247.199219,15342.459961,5587.799805,1.2614,0.7427,0.0958,0.0073,0.6994
24/07/2014,3220.07,6798.15,1988.069946,24080.609375,15350.280273,5576.700195,1.2657,0.7427,0.0958,0.0072,0.702
23/07/2014,3193.13,6795.34,1985.319946,23841.220703,15367.160156,5543.299805,1.2671,0.7426,0.0958,0.0072,0.6973
22/07/2014,3189.22,6728.44,1975.650024,23465.810547,15296.419922,5539.899902,1.2625,0.7394,0.0954,0.0072,0.693
21/07/2014,3137.06,6749.45,1976.930054,23484.529297,15215.709961,5531.700195,1.2631,0.7391,0.0954,0.0072,0.694
18/07/2014,3164.21,6738.32,1961.540039,23316.460938,15174.080078,5522.399902,1.264,0.7392,0.0954,0.0073,0.6912
17/07/2014,3157.82,6784.67,1979.75,23583.349609,15422.870117,5518.899902,1.2669,0.7393,0.0954,0.0072,0.6925
16/07/2014,3202.94,6710.45,1976.349976,23490.429688,15369.660156,5511.299805,1.2629,0.7369,0.0951,0.0072,0.6901
15/07/2014,3153.75,6746.14,1977.359985,23482.839844,15354.429688,5511.399902,1.2542,0.7342,0.0947,0.0072,0.6896
14/07/2014,3185.86,6690.17,1969.859985,23310.160156,15199.179688,5486.799805,1.2584,0.735,0.0948,0.0072,0.69
11/07/2014,3157.05,6672.37,1965.76001,23155.689453,15102.589844,5464.399902,1.2586,0.7347,0.0948,0.0072,0.6899
10/07/2014,3150.59,6718.04,1966.670044,23281.449219,15318.299805,5452.5,1.2572,0.7328,0.0946,0.0072,0.6894
09/07/2014,3203.1,6738.45,1965.099976,23408.050781,15194.320312,5510.899902,1.2583,0.7345,0.0948,0.0072,0.6903
08/07/2014,3184.38,6823.51,1976.390015,23555.310547,15304.269531,5518.899902,1.2586,0.7349,0.0948,0.0072,0.6888
07/07/2014,3230.92,6866.05,1984.219971,23581.400391,15433.490234,5525,1.2617,0.7353,0.0949,0.0072,0.6885
04/07/2014,3270.47,6865.21,1975.880005,23609.320312,15490.370117,5491.200195,1.2601,0.7346,0.0948,0.0072,0.6865
03/07/2014,3289.75,6816.37,1975.880005,23553.599609,15435.339844,5457.100098,1.2564,0.732,0.0944,0.0072,0.6911
02/07/2014,3252.25,6802.92,1973.060059,23326.529297,15406.230469,5375.899902,1.2535,0.731,0.0943,0.0072,0.6942
01/07/2014,3258.71,6743.94,1962.290039,23273.189453,15179.639648,5395.700195,1.2493,0.7303,0.0942,0.0072,0.6889
30/06/2014,3228.24,6757.77,1960.790039,23273.189453,15159.450195,5444.799805,1.2468,0.7327,0.0945,0.0072,0.6899
27/06/2014,3227.85,6735.12,1956.560059,23188.480469,15290.75,5464.299805,1.2506,0.7346,0.0948,0.0072,0.6912
26/06/2014,3233.19,6733.62,1959.890015,22947.839844,15320.129883,5402,1.2459,0.7337,0.0946,0.0072,0.6899
25/06/2014,3252.31,6787.07,1949.27002,22935.060547,15297.240234,5432.799805,1.2483,0.7349,0.0948,0.0072,0.6884
24/06/2014,3284.81,6800.56,1961.969971,22915.919922,15300.5,5453.299805,1.2511,0.7349,0.0948,0.0072,0.6922
23/06/2014,3282.58,6825.2,1962.920044,23165.259766,15419.469727,5419.5,1.2509,0.7355,0.0949,0.0072,0.6891
20/06/2014,3302.36,6808.11,1960.449951,23199.179688,15359.599609,5468.200195,1.2518,0.7348,0.0948,0.0072,0.6904
19/06/2014,3314.8,6778.56,1957.5,23264.919922,15140.349609,5382.700195,1.2497,0.7355,0.0949,0.0072,0.6917
18/06/2014,3279.2,6766.77,1942.72998,23128.220703,15009.889648,5400.700195,1.252,0.7381,0.0952,0.0072,0.6888
17/06/2014,3275.33,6754.64,1937.150024,23237.630859,14962.990234,5412.299805,1.251,0.7366,0.095,0.0071,0.6924
16/06/2014,3261.42,6777.85,1934.839966,23299.039062,15049.610352,5405.100098,1.2533,0.7386,0.0953,0.0072,0.6941
13/06/2014,3282.84,6843.11,1930.800049,23099.869141,14830.990234,5428.799805,1.2489,0.7378,0.0952,0.0072,0.6953
12/06/2014,3284.28,6838.87,1943.349976,23127.820312,14942.150391,5454,1.2404,0.7389,0.0953,0.0072,0.6931
11/06/2014,3289.09,6873.55,1949.369995,23281.140625,15000.129883,5469.700195,1.2366,0.7381,0.0952,0.0072,0.6918
10/06/2014,3313.8,6875,1950.339966,23206.199219,15130.740234,5464,1.2357,0.7356,0.0949,0.0072,0.688
09/06/2014,3305.26,6858.21,1948.969971,23086.939453,15204.30957,5436.899902,1.2309,0.7328,0.0945,0.0072,0.6841
06/06/2014,3294.28,6813.49,1942.410034,23231.320312,15138.75,5436.899902,1.2311,0.732,0.0944,0.0072,0.6836
05/06/2014,3267.05,6818.63,1928.52002,23142.660156,15112.589844,5444.799805,1.2305,0.7353,0.0948,0.0072,0.6821
04/06/2014,3237.93,6836.3,1923.060059,23284.169922,15067.410156,5479.700195,1.2288,0.7337,0.0946,0.0072,0.6796
03/06/2014,3241.04,6864.1,1923.069946,23327.509766,15089.040039,5518.5,1.2313,0.7353,0.0948,0.0072,0.6798
02/06/2014,3247.8,6844.51,1923.869995,23074.789062,14777.509766,5484.100098,1.2289,0.7333,0.0946,0.0072,0.683
30/05/2014,3244.6,6871.29,1920.329956,23074.789062,14707.660156,5519.5,1.2287,0.7351,0.0948,0.0072,0.6842
29/05/2014,3244.66,6851.22,1910.599976,23103.310547,14585.639648,5527.200195,1.2294,0.7357,0.0949,0.0072,0.6794
28/05/2014,3246.24,6844.94,1911.77002,23023.820312,14646.929688,5511.700195,1.2326,0.7334,0.0946,0.0072,0.6788
27/05/2014,3244.28,6815.75,1902.01001,22953.119141,14589.790039,5512.799805,1.234,0.7327,0.0945,0.0072,0.6768
26/05/2014,3240.39,6820.56,1893.319946,23055.470703,14592.599609,5492.799805,1.2352,0.7337,0.0946,0.0072,0.6774
23/05/2014,3203.28,6820.56,1893.319946,23010.449219,14411.099609,5479.899902,1.2351,0.7323,0.0944,0.0071,0.6749
22/05/2014,3187.63,6821.04,1888.189941,22942.269531,14188.280273,5424.600098,1.2345,0.7306,0.0942,0.0071,0.6758
21/05/2014,3187.08,6802,1873.339966,22715.580078,13969.709961,5420.399902,1.2286,0.7297,0.0941,0.0071,0.6743
20/05/2014,3163.93,6844.55,1884.880005,22758.019531,14088.450195,5409,1.2261,0.7293,0.0941,0.0071,0.6805
19/05/2014,3169.9,6855.81,1876.660034,22751.240234,14130.089844,5479,1.2268,0.7297,0.0941,0.0071,0.6829
16/05/2014,3172.72,6840.89,1871.189941,22645.519531,14087.759766,5509.700195,1.2244,0.7293,0.0941,0.0071,0.6823
15/05/2014,3163.22,6878.49,1888.160034,22726.589844,14280.509766,5497,1.2224,0.7291,0.094,0.007,0.6837
14/05/2014,3210.42,6873.08,1897.130005,22484.490234,14385.599609,5498.200195,1.2274,0.7297,0.0941,0.007,0.6826
13/05/2014,3211.78,6851.75,1896.75,22436.240234,14367.94043,5448.399902,1.2258,0.7267,0.0937,0.007,0.6801
12/05/2014,3206.97,6814.57,1880.030029,21921.589844,14173.490234,5460.799805,1.2229,0.7268,0.0938,0.0071,0.6797
09/05/2014,3184.09,6839.25,1875.27002,21819.939453,14101.980469,5476.799805,1.2233,0.7225,0.0932,0.007,0.6769
08/05/2014,3204.3,6796.44,1877.390015,21804.650391,14136.410156,5435.799805,1.2183,0.7187,0.0927,0.0071,0.6703
07/05/2014,3159.67,6798.56,1868.530029,21904.519531,14296.25,5481.399902,1.2188,0.718,0.0926,0.0071,0.671
06/05/2014,3149.79,6822.42,1883.689941,22195.800781,14457.509766,5462.200195,1.215,0.7206,0.093,0.0071,0.6679
05/05/2014,3171.29,6808.87,1879.449951,22195.800781,14454.44043,5464.100098,1.2159,0.7209,0.093,0.0071,0.6681
02/05/2014,3177.89,6808.87,1885.300049,22194.660156,14454.44043,5448.799805,1.2177,0.7209,0.093,0.0071,0.6686
01/05/2014,3198.66,6780.03,1884.390015,22466.039062,14341.089844,5489.100098,1.2165,0.721,0.093,0.0071,0.6693
30/04/2014,3198.39,6769.91,1877.099976,22466.039062,14393.509766,5486.600098,1.218,0.7239,0.0934,0.0071,0.6709
29/04/2014,3208.68,6700.16,1870.780029,22172.080078,14288.230469,5536.100098,1.2134,0.722,0.0931,0.0071,0.6683
28/04/2014,3165.84,6685.69,1865,22122.380859,14289.820312,5531,1.2131,0.7225,0.0932,0.0071,0.6701
25/04/2014,3147.4,6702.85,1877.719971,22524.560547,14369.719727,5517.799805,1.2145,0.7228,0.0932,0.0071,0.6695
24/04/2014,3189.81,6674.74,1881.969971,22527.380859,14563.25,5517.799805,1.2145,0.7237,0.0933,0.0071,0.6722
23/04/2014,3175.97,6681.76,1879.319946,22855.259766,14480.410156,5479.299805,1.2183,0.7243,0.0934,0.0071,0.6785
22/04/2014,3199.69,6625.25,1872.569946,22718.689453,14586.290039,5454.200195,1.2171,0.725,0.0935,0.0071,0.6761
21/04/2014,3155.81,6584.17,1865.790039,22858.789062,14549.450195,5420.299805,1.2159,0.7236,0.0933,0.0071,0.6755
18/04/2014,3155.81,6584.17,1861.72998,22858.789062,14489.370117,5420.299805,1.2153,0.7238,0.0933,0.0071,0.6749
17/04/2014,3155.81,6584.17,1861.72998,22858.789062,14395.950195,5420.299805,1.2154,0.7238,0.0933,0.0071,0.678
16/04/2014,3139.26,6541.61,1846.01001,22686.210938,14126.870117,5388.200195,1.2108,0.7239,0.0933,0.0071,0.6775
15/04/2014,3091.52,6583.76,1831.449951,23054.349609,14068.75,5360.5,1.2102,0.7235,0.0933,0.007,0.6815
14/04/2014,3131.57,6561.7,1818.180054,22911.820312,13887.230469,5428.600098,1.2087,0.7226,0.0932,0.007,0.6781
11/04/2014,3116.54,6641.97,1830.650024,23150.800781,14027.799805,5480.799805,1.2084,0.72,0.0929,0.007,0.6777
10/04/2014,3152.86,6635.61,1872.280029,22949.789062,14484.540039,5463.799805,1.2119,0.7217,0.0931,0.0071,0.6774
09/04/2014,3182.79,6590.69,1852.640015,22725.429688,14436.049805,5410.600098,1.2137,0.7247,0.0935,0.0071,0.6784
08/04/2014,3177.66,6622.84,1845.47998,22390.140625,14715.799805,5413.700195,1.2086,0.7276,0.0938,0.0071,0.6745
07/04/2014,3185.97,6695.55,1863.920044,22416.470703,14880.820312,5422.799805,1.2099,0.73,0.0941,0.0071,0.6785
04/04/2014,3230.33,6649.14,1890.25,22476.25,15005.540039,5409.899902,1.2095,0.7288,0.0939,0.0071,0.6726
03/04/2014,3206.76,6659.04,1891.430054,22666.060547,15009.179688,5403.299805,1.2074,0.7263,0.0936,0.0071,0.6716
02/04/2014,3187.45,6652.61,1886.609985,22598.400391,14897.879883,5389.200195,1.2054,0.7249,0.0935,0.0071,0.6702
01/04/2014,3186.34,6598.37,1873.959961,22292.320312,14870.509766,5394.799805,1.2096,0.7261,0.0936,0.0071,0.6726
31/03/2014,3161.6,6615.58,1859.160034,22244.160156,14839.540039,5366.899902,1.2103,0.7268,0.0937,0.0071,0.6721
28/03/2014,3172.43,6588.32,1850.069946,21930.400391,14576.25,5350.100098,1.2085,0.7277,0.0938,0.007,0.6738
27/03/2014,3133.75,6605.3,1852.109985,21897.070312,14305.669922,5376.799805,1.2031,0.7254,0.0935,0.0071,0.6688
26/03/2014,3130.17,6604.89,1867.089966,21889.759766,14521,5336.600098,1.1951,0.7232,0.0932,0.0071,0.6626
25/03/2014,3096.64,6520.39,1859.47998,21773.640625,14401.69043,5346.899902,1.1919,0.7225,0.0931,0.0071,0.6598
24/03/2014,3052.91,6557.17,1867.670044,21657.550781,14297.580078,5338.100098,1.1954,0.725,0.0934,0.007,0.6581
21/03/2014,3096.49,6542.44,1874.530029,21239.089844,14548.759766,5294,1.1976,0.7257,0.0935,0.007,0.6557
20/03/2014,3088.9,6573.13,1860.089966,21352.490234,14548.759766,5355.600098,1.1956,0.7228,0.0931,0.007,0.6535
19/03/2014,3076.36,6605.28,1872.25,21585.119141,14495.730469,5344.600098,1.1906,0.7177,0.0924,0.007,0.655
18/03/2014,3073.75,6568.35,1858.920044,21549.220703,14491.410156,5317.600098,1.1945,0.7181,0.0925,0.0071,0.6525
17/03/2014,3049.19,6527.89,1842.810059,21494.369141,14254.320312,5329.399902,1.1958,0.7189,0.0925,0.0071,0.6473
14/03/2014,3004.64,6553.78,1845.069946,21612.070312,14526.280273,5412.600098,1.1985,0.7209,0.0928,0.0072,0.651
13/03/2014,3019.54,6620.9,1869.060059,21920.939453,14847.719727,5384.200195,1.1951,0.7191,0.0926,0.0072,0.6461
12/03/2014,3065.46,6685.52,1866.150024,22019.029297,15003.799805,5413.799805,1.1987,0.7215,0.0929,0.0072,0.6473
11/03/2014,3092.55,6689.45,1878.26001,22234.609375,15179.469727,5411.399902,1.1993,0.7205,0.0928,0.0071,0.6496
10/03/2014,3092.79,6712.67,1877.859985,22339.419922,15197.530273,5462.299805,1.2044,0.7206,0.0928,0.0071,0.6533
07/03/2014,3095.31,6788.49,1878.52002,22728.529297,15280.759766,5445.899902,1.2075,0.7213,0.0929,0.0071,0.6553
06/03/2014,3144.53,6775.42,1874.180054,22588.769531,14933.759766,5446.200195,1.2176,0.7281,0.0938,0.0071,0.6542
05/03/2014,3135.97,6823.77,1874.050049,22839.429688,14905.950195,5406.200195,1.2122,0.7275,0.0937,0.0071,0.6511
04/03/2014,3136.33,6708.35,1849.22998,22542.169922,14553.950195,5382.700195,1.2132,0.728,0.0938,0.0071,0.6506
03/03/2014,3053.99,6809.7,1857.680054,22630.769531,14666.929688,5404.799805,1.2146,0.7254,0.0935,0.0071,0.6463
28/02/2014,3149.23,6810.27,1855.119995,22942.960938,14929.549805,5411.399902,1.2171,0.7294,0.094,0.0071,0.6536
27/02/2014,3134.94,6799.15,1844.900024,22465.960938,14939.870117,5437,1.2179,0.7305,0.0941,0.0072,0.6548
26/02/2014,3148.19,6830.5,1845.790039,22297.619141,14896.490234,5433.799805,1.2134,0.7275,0.0937,0.0072,0.6561
25/02/2014,3157.48,6862.73,1847.660034,22498.419922,15002.509766,5440.200195,1.2124,0.728,0.0938,0.0072,0.6577
24/02/2014,3157.31,6838.06,1836.780029,22576.349609,14803.639648,5438.700195,1.2096,0.7279,0.0938,0.0072,0.6535
21/02/2014,3131.67,6812.99,1841.069946,22617.630859,14618.610352,5412.299805,1.2136,0.7289,0.094,0.0072,0.6564
20/02/2014,3121.59,6796.71,1829.23999,22595.910156,14701.139648,5408.200195,1.2144,0.7281,0.0939,0.0072,0.655
19/02/2014,3120.8,6796.43,1838.900024,22600.599609,14729.480469,5395.5,1.2125,0.7267,0.0937,0.0072,0.6557
18/02/2014,3117.44,6736,1839.030029,22535.199219,14514.469727,5382.899902,1.219,0.7294,0.0941,0.0072,0.6588
17/02/2014,3118.91,6663.62,1828.459961,22463.400391,14343.730469,5359.899902,1.2236,0.7306,0.0942,0.0073,0.6612
14/02/2014,3119.06,6659.42,1828.459961,22382.720703,14538.200195,5308.100098,1.2173,0.7309,0.0942,0.0073,0.6561
13/02/2014,3097.95,6675.03,1814.819946,22297.699219,14785.839844,5309.700195,1.2204,0.7355,0.0948,0.0073,0.6637
12/02/2014,3094.89,6672.66,1820.119995,22057.699219,14821.730469,5254.5,1.2059,0.7332,0.0945,0.0073,0.6624
11/02/2014,3077.08,6591.55,1800.449951,21623.789062,14647.830078,5222.100098,1.2016,0.7327,0.0945,0.0072,0.6554
10/02/2014,3032.53,6571.68,1796.199951,21646.75,14647.830078,5166.5,1.2034,0.7336,0.0945,0.0071,0.6571
07/02/2014,3038.49,6558.28,1776.01001,21498.089844,14387.110352,5131.399902,1.2007,0.7358,0.0948,0.0071,0.6588
06/02/2014,3010.79,6457.89,1752.98999,21320.910156,14233.419922,5070.299805,1.2049,0.7389,0.0952,0.0072,0.6579
05/02/2014,2962.51,6449.27,1753.380005,21564.880859,14213.099609,5097.100098,1.2073,0.7396,0.0953,0.0072,0.66
04/02/2014,2962.49,6465.66,1743.819946,21561.699219,14353.330078,5187.899902,1.2055,0.7393,0.0952,0.0071,0.6471
