1480694172 1 0 0 0 0 0
1480861930 2 0 0 0 0 0
1480862344 3 0 0 0 0 0
1480862616 4 0 0 0 0 0
1480868100 5 0 0 0 0 0
1480868231 6 0 0 0 0 0
1480868413 7 0 0 0 0 0
1480870559 7 1 0 0 0 0
1480872612 8 1 0 0 0 0
1480873696 9 1 0 0 0 0
1480873715 10 1 0 0 0 0
1480874055 11 1 0 0 0 0
1480874594 12 1 0 0 0 0
1483119438 13 1 0 0 0 0
1483185846 14 1 0 0 0 0
1483192308 15 1 0 0 0 0
1483192385 16 1 0 0 0 0
1483448182 17 1 0 0 0 0
1483463618 18 1 0 0 0 0
1484148381 19 1 0 0 0 0
1484152968 20 1 0 0 0 0
1484226945 20 2 0 0 0 0
1484226952 20 3 0 0 0 0
1484300695 21 3 0 0 0 0
1484300707 22 3 0 0 0 0
1484301384 23 3 0 0 0 0
1484301475 24 3 0 0 0 0
1484301847 24 3 0 1 0 0
1484320731 24 4 0 1 0 0
1484325093 25 4 0 1 0 0
1484422623 26 4 0 1 0 0
1484481194 27 4 0 1 0 0
1484493855 28 4 0 1 0 0
1484674493 29 4 0 1 0 0
1484676519 29 4 0 2 0 0
1484678401 29 4 0 3 0 0
1484678491 29 4 0 4 0 0
1484680307 29 4 0 5 0 0
1484753638 30 4 0 5 0 0
1484753847 31 4 0 5 0 0
1484753977 32 4 0 5 0 0
1484763438 33 4 0 5 0 0
1484835690 34 4 0 5 0 0
1484836883 35 4 0 5 0 0
1484838067 36 4 0 5 0 0
1484840911 37 4 0 5 0 0
1484841952 38 4 0 5 0 0
1484842708 38 5 0 5 0 0
1484842716 38 6 0 5 0 0
1484844319 38 6 0 6 0 0
1484852416 39 6 0 6 0 0
1484852424 40 6 0 6 0 0
1484852595 40 6 0 7 0 0
1484852612 40 6 0 8 0 0
1484997060 41 6 0 8 0 0
1484997213 42 6 0 8 0 0
1485025505 43 6 0 8 0 0
1485167683 43 6 1 8 0 0
1485193109 44 6 1 8 0 0
1485268243 45 6 1 8 0 0
1485282696 46 6 1 8 0 0
1485283576 47 6 1 8 0 0
1485355124 48 6 1 8 0 0
1485358181 48 6 2 8 0 0
1485358299 48 6 3 8 0 0
1485358301 48 6 4 8 0 0
1485367971 49 6 4 8 0 0
1485367978 50 6 4 8 0 0
1485427549 51 6 4 8 0 0
1485430448 52 6 4 8 0 0
1485437097 52 6 4 8 1 0
1485437130 52 6 4 8 2 0
1485441336 52 6 5 8 2 0
1485441342 52 6 6 8 2 0
1485446845 53 6 6 8 2 0
1485446850 54 6 6 8 2 0
1485448101 55 6 6 8 2 0
1485448248 55 6 7 8 2 0
1485448254 55 6 8 8 2 0
1485448304 55 6 8 8 2 1
1485450166 56 6 8 8 2 1
1485450173 57 6 8 8 2 1
1485464731 57 7 8 8 2 1
1485464846 57 8 8 8 2 1
1485465061 57 9 8 8 2 1
1485466605 57 9 8 8 2 2
1485469561 57 10 8 8 2 2
1485470647 57 11 8 8 2 2
1485470882 57 12 8 8 2 2
1485505211 57 12 9 8 2 2
1485517555 57 13 9 8 2 2
1485521748 58 13 9 8 2 2
1485522505 59 13 9 8 2 2
1485522823 60 13 9 8 2 2
1485526770 60 14 9 8 2 2
1485526950 61 14 9 8 2 2
1485527084 62 14 9 8 2 2
1485527536 62 15 9 8 2 2
1485531017 62 16 9 8 2 2
1485531377 62 17 9 8 2 2
1485536983 62 18 9 8 2 2
1485538143 62 18 10 8 2 2
1485539464 63 18 10 8 2 2
1485539472 64 18 10 8 2 2
1485540929 65 18 10 8 2 2
1485544384 65 19 10 8 2 2
1485545140 66 19 10 8 2 2
1485545270 67 19 10 8 2 2
1485552003 68 19 10 8 2 2
1485553295 68 20 10 8 2 2
1485555316 68 21 10 8 2 2
1485558598 69 21 10 8 2 2
1485783190 70 21 10 8 2 2
1485789616 71 21 10 8 2 2
1485792902 72 21 10 8 2 2
1485793794 73 21 10 8 2 2
1485857981 74 21 10 8 2 2
1485950443 75 21 10 8 2 2
1485966637 76 21 10 8 2 2
1485968020 77 21 10 8 2 2
1486134937 77 22 10 8 2 2
1486134945 77 23 10 8 2 2
1486136145 77 24 10 8 2 2
1486136972 78 24 10 8 2 2
1486136975 79 24 10 8 2 2
1486372935 79 24 11 8 2 2
1486373814 79 25 11 8 2 2
1486373825 79 26 11 8 2 2
1486373839 79 26 12 8 2 2
1486392554 79 26 13 8 2 2
1486400305 79 26 14 8 2 2
1486465020 79 26 15 8 2 2
1486483409 79 26 16 8 2 2
1486544178 79 26 17 8 2 2
1486546296 80 26 17 8 2 2
1486546331 80 26 18 8 2 2
1486546388 81 26 18 8 2 2
1486573607 81 26 18 9 2 2
1486573613 81 26 18 10 2 2
1488639767 81 26 18 10 2 3
1488640116 81 26 19 10 2 3
1488653403 81 27 19 10 2 3
1488655507 81 27 20 10 2 3
1488655511 81 27 21 10 2 3
1488704992 82 27 21 10 2 3
1488705210 83 27 21 10 2 3
1488707961 84 27 21 10 2 3
1489152261 84 27 22 10 2 3
1489426987 85 27 22 10 2 3
1489483622 86 27 22 10 2 3
1489571017 86 27 22 10 3 3
1489571043 86 27 22 10 4 3
1489591527 86 27 22 10 5 3
1489656716 86 27 22 10 6 3
1489658640 86 27 22 10 6 4
1489659040 86 27 22 10 6 5
1489661900 86 27 22 10 7 5
1489661905 86 27 22 10 8 5
1489668477 86 27 22 11 8 5
1489671247 86 27 22 12 8 5
1489764983 86 27 22 12 9 5
